tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
ENSMUSG00000089248	-	-	ENSMUSG00000089248	7SK	-	chr5:118661061-118661351	-	-	0	0	0	OK
ENSMUSG00000029594	-	-	ENSMUSG00000029594	Rbm19	-	chr5:120566518-120648394	-	-	2.91845	2.48388	3.35302	OK
ENSMUSG00000072671	-	-	ENSMUSG00000072671	Gm10390	-	chr5:120571111-120589272	-	-	0.371266	0.217975	0.524558	OK
ENSMUSG00000089830	-	-	ENSMUSG00000089830	Gm15749	-	chr5:121098048-121098758	-	-	0	0	0	OK
ENSMUSG00000061288	-	-	ENSMUSG00000061288	Taok3	-	chr5:117570137-117725228	-	-	3.43619	2.91441	3.95796	OK
ENSMUSG00000084587	-	-	ENSMUSG00000084587	n-R5s174	-	chr5:117646563-117646684	-	-	0	0	0	OK
ENSMUSG00000032741	-	-	ENSMUSG00000032741	Tpcn1	-	chr5:120984168-121038622	-	-	12.0727	11.2877	12.8577	OK
ENSMUSG00000029602	-	-	ENSMUSG00000029602	Rasal1	-	chr5:121098820-121129606	-	-	0	0	0	OK
ENSMUSG00000029601	-	-	ENSMUSG00000029601	Iqcd	-	chr5:121039024-121057123	-	-	0.0237515	0	0.087159	OK
ENSMUSG00000029600	-	-	ENSMUSG00000029600	1110008J03Rik	-	chr5:121044313-121062598	-	-	6.68633	5.38117	7.9915	OK
ENSMUSG00000066867	-	-	ENSMUSG00000066867	Oas1e	-	chr5:121236320-121245539	-	-	0	0	0	OK
ENSMUSG00000029599	-	-	ENSMUSG00000029599	Ddx54	-	chr5:121063127-121078599	-	-	18.8894	17.5568	20.2221	OK
ENSMUSG00000001166	-	-	ENSMUSG00000001166	Oas1c	-	chr5:121250101-121262523	-	-	0.313881	0	0.772508	OK
ENSMUSG00000053765	-	-	ENSMUSG00000053765	Oas1f	-	chr5:121297375-121307995	-	-	0	0	0	OK
ENSMUSG00000092939	-	-	ENSMUSG00000092939	AC015535.1	-	chr5:121302179-121302305	-	-	0	0	0	OK
ENSMUSG00000029597	-	-	ENSMUSG00000029597	Sds	-	chr5:120926539-120933941	-	-	0.609472	0	1.45767	OK
ENSMUSG00000086165	-	-	ENSMUSG00000086165	Gm15690	-	chr5:120929850-120930912	-	-	0.435305	0	1.19356	OK
ENSMUSG00000029598	-	-	ENSMUSG00000029598	Plbd2	-	chr5:120933290-120953634	-	-	13.7686	12.5374	14.9997	OK
ENSMUSG00000001168	-	-	ENSMUSG00000001168	Oas1h	-	chr5:121311429-121323521	-	-	0	0	0	OK
ENSMUSG00000032661	-	-	ENSMUSG00000032661	Oas3	-	chr5:121203106-121227670	-	-	0.117939	0	0.329125	OK
ENSMUSG00000029605	-	-	ENSMUSG00000029605	Oas1b	-	chr5:121262643-121274186	-	-	0.390163	0.14722	0.633106	OK
ENSMUSG00000032623	-	-	ENSMUSG00000032623	Oas1d	-	chr5:121364353-121371661	-	-	0	0	0	OK
ENSMUSG00000032754	-	-	ENSMUSG00000032754	Slc24a6	-	chr5:120961176-120984033	-	-	2.19726	1.36734	3.02718	OK
ENSMUSG00000029603	-	-	ENSMUSG00000029603	Dtx1	-	chr5:121130210-121161936	-	-	0.301465	0	0.81564	OK
ENSMUSG00000052776	-	-	ENSMUSG00000052776	Oas1a	-	chr5:121346264-121357536	-	-	0.288285	0.0744806	0.502089	OK
ENSMUSG00000029608	-	-	ENSMUSG00000029608	Rph3a	-	chr5:121390510-121459527	-	-	0.0239893	0	0.0579627	OK
ENSMUSG00000066861	-	-	ENSMUSG00000066861	Oas1g	-	chr5:121326150-121337622	-	-	0.0359629	0	0.237884	OK
ENSMUSG00000032690	-	-	ENSMUSG00000032690	Oas2	-	chr5:121180341-121199862	-	-	0.208264	0.0217871	0.394741	OK
ENSMUSG00000029614	-	-	ENSMUSG00000029614	Rpl6	-	chr5:121654489-121659250	-	-	176.873	167.449	186.296	OK
ENSMUSG00000064841	-	-	ENSMUSG00000064841	SNORA42	-	chr5:121655018-121655152	-	-	0	0	0	OK
ENSMUSG00000042647	-	-	ENSMUSG00000042647	Acad12	-	chr5:122048292-122068947	-	-	3.00651	2.44691	3.5661	OK
ENSMUSG00000087516	-	-	ENSMUSG00000087516	Gm2301	-	chr5:120061271-120121374	-	-	0.624239	0	2.0552	OK
ENSMUSG00000018604	-	-	ENSMUSG00000018604	Tbx3	-	chr5:120120677-120134733	-	-	4.52021	3.70381	5.33662	OK
ENSMUSG00000085708	-	-	ENSMUSG00000085708	Gm16063	-	chr5:120075950-120084473	-	-	0	0	0	OK
ENSMUSG00000085345	-	-	ENSMUSG00000085345	Gm16064	-	chr5:120096142-120109271	-	-	0	0	0	OK
ENSMUSG00000029455	-	-	ENSMUSG00000029455	Aldh2	-	chr5:122016035-122043833	-	-	46.7269	43.5838	49.8701	OK
ENSMUSG00000044134	-	-	ENSMUSG00000044134	Fam109a	-	chr5:122299036-122304608	-	-	10.0207	9.00845	11.0329	OK
ENSMUSG00000042726	-	-	ENSMUSG00000042726	Trafd1	-	chr5:121821733-121835641	-	-	27.5137	24.5958	30.4317	OK
ENSMUSG00000029361	-	-	ENSMUSG00000029361	Nos1	-	chr5:118231040-118408849	-	-	0.0842197	0	0.399747	OK
ENSMUSG00000029456	-	-	ENSMUSG00000029456	Acad10	-	chr5:122071034-122110523	-	-	1.37443	0.715446	2.03342	OK
ENSMUSG00000043733	-	-	ENSMUSG00000043733	Ptpn11	-	chr5:121580541-121641406	-	-	42.0827	40.2461	43.9192	OK
ENSMUSG00000029458	-	-	ENSMUSG00000029458	Brap	-	chr5:122110571-122137257	-	-	13.3221	11.6972	14.947	OK
ENSMUSG00000042605	-	-	ENSMUSG00000042605	Atxn2	-	chr5:122161345-122266502	-	-	48.7069	44.3989	53.0149	OK
ENSMUSG00000042594	-	-	ENSMUSG00000042594	Sh2b3	-	chr5:122265496-122286868	-	-	14.7649	13.6369	15.893	OK
ENSMUSG00000089729	-	-	ENSMUSG00000089729	Gm16552	-	chr5:122167674-122177412	-	-	0.265083	0	0.640489	OK
ENSMUSG00000042719	-	-	ENSMUSG00000042719	Naa25	-	chr5:121847944-121894387	-	-	12.5822	10.4144	14.7499	OK
ENSMUSG00000029452	-	-	ENSMUSG00000029452	Tmem116	-	chr5:121901901-121974192	-	-	2.29281	1.25406	3.33156	OK
ENSMUSG00000029616	-	-	ENSMUSG00000029616	Erp29	-	chr5:121878598-121902515	-	-	50.0559	46.2707	53.8411	OK
ENSMUSG00000072647	-	-	ENSMUSG00000072647	Adam1a	-	chr5:121968612-121971704	-	-	0.712505	0.47016	0.954851	OK
ENSMUSG00000029454	-	-	ENSMUSG00000029454	Mapkapk5	-	chr5:121968621-121995914	-	-	22.1973	19.0789	25.3157	OK
ENSMUSG00000082760	-	-	ENSMUSG00000082760	Gm15546	-	chr5:121921571-121922397	-	-	0	0	0	OK
ENSMUSG00000062438	-	-	ENSMUSG00000062438	Adam1b	-	chr5:121950105-121952989	-	-	0.0875119	0.00923888	0.165785	OK
ENSMUSG00000082265	-	-	ENSMUSG00000082265	Gm15547	-	chr5:121980571-121980904	-	-	0.322163	0	0.966488	OK
ENSMUSG00000041638	-	-	ENSMUSG00000041638	Gcn1l1	-	chr5:116015262-116072665	-	-	19.0018	16.8869	21.1167	OK
ENSMUSG00000041890	-	-	ENSMUSG00000041890	Git2	-	chr5:115177415-115225526	-	-	17.3146	15.1543	19.4748	OK
ENSMUSG00000092183	-	-	ENSMUSG00000092183	4930515G01Rik	-	chr5:115223745-115224992	-	-	0.356514	0.0420982	0.670929	OK
ENSMUSG00000041870	-	-	ENSMUSG00000041870	Ankrd13a	-	chr5:115224685-115256209	-	-	20.129	18.6645	21.5936	OK
ENSMUSG00000029465	-	-	ENSMUSG00000029465	Arpc3	-	chr5:122841886-122856188	-	-	75.6495	70.1469	81.1521	OK
ENSMUSG00000042589	-	-	ENSMUSG00000042589	Cux2	-	chr5:122307971-122500111	-	-	4.35153	3.01677	5.68629	OK
ENSMUSG00000072641	-	-	ENSMUSG00000072641	Cux2	-	chr5:122308561-122308977	-	-	0.532897	0	1.49993	OK
ENSMUSG00000087386	-	-	ENSMUSG00000087386	Gm15637	-	chr5:122498390-122505663	-	-	0	0	0	OK
ENSMUSG00000038582	-	-	ENSMUSG00000038582	Pptc7	-	chr5:122734373-122774290	-	-	26.8525	25.1418	28.5631	OK
ENSMUSG00000038569	-	-	ENSMUSG00000038569	Rad9b	-	chr5:122773231-122804242	-	-	16.0414	14.3657	17.7171	OK
ENSMUSG00000083909	-	-	ENSMUSG00000083909	Gm15842	-	chr5:122752430-122753048	-	-	0.102297	0	0.306891	OK
ENSMUSG00000043940	-	-	ENSMUSG00000043940	Wdfy3	-	chr5:102261971-102498940	-	-	10.9999	9.99285	12.0069	OK
ENSMUSG00000092354	-	-	ENSMUSG00000092354	Gm20548	-	chr5:102266434-102275429	-	-	2.99384	1.84725	4.14042	OK
ENSMUSG00000029466	-	-	ENSMUSG00000029466	Anapc7	-	chr5:122871701-122894921	-	-	24.4743	22.522	26.4265	OK
ENSMUSG00000079906	-	-	ENSMUSG00000079906	Gm15846	-	chr5:122888604-122888924	-	-	1.9023	0.200832	3.60378	OK
ENSMUSG00000064267	-	-	ENSMUSG00000064267	Hvcn1	-	chr5:122656812-122692306	-	-	1.31805	0.921991	1.71411	OK
ENSMUSG00000082645	-	-	ENSMUSG00000082645	Gm15481	-	chr5:122703010-122703549	-	-	0.827083	0.158699	1.49547	OK
ENSMUSG00000038593	-	-	ENSMUSG00000038593	Tctn1	-	chr5:122691295-122714469	-	-	3.6601	2.75201	4.56819	OK
ENSMUSG00000004455	-	-	ENSMUSG00000004455	Ppp1cc	-	chr5:122608286-122625282	-	-	81.9086	76.6872	87.1299	OK
ENSMUSG00000029462	-	-	ENSMUSG00000029462	Vps29	-	chr5:122804377-122814993	-	-	50.5617	46.1408	54.9826	OK
ENSMUSG00000029464	-	-	ENSMUSG00000029464	Gpn3	-	chr5:122821884-122832911	-	-	12.0526	10.5631	13.5421	OK
ENSMUSG00000029463	-	-	ENSMUSG00000029463	1500011H22Rik	-	chr5:122814588-122822373	-	-	8.8259	7.54345	10.1084	OK
ENSMUSG00000042744	-	-	ENSMUSG00000042744	Gm15800	-	chr5:121670227-121818586	-	-	9.44113	8.30746	10.5748	OK
ENSMUSG00000077347	-	-	ENSMUSG00000077347	U1	-	chr5:121806852-121807010	-	-	0	0	0	OK
ENSMUSG00000088583	-	-	ENSMUSG00000088583	U6	-	chr5:122956797-122956898	-	-	0	0	0	OK
ENSMUSG00000059352	-	-	ENSMUSG00000059352	Gm10064	-	chr5:123147204-123147612	-	-	0	0	0	OK
ENSMUSG00000029474	-	-	ENSMUSG00000029474	Rnf34	-	chr5:123300196-123318954	-	-	18.1604	16.6566	19.6641	OK
ENSMUSG00000029477	-	-	ENSMUSG00000029477	Morn3	-	chr5:123485777-123497025	-	-	0.0555903	0	0.676564	OK
ENSMUSG00000029472	-	-	ENSMUSG00000029472	Anapc5	-	chr5:123237477-123271348	-	-	105.02	101.932	108.107	OK
ENSMUSG00000029469	-	-	ENSMUSG00000029469	Ift81	-	chr5:123000212-123064527	-	-	28.2952	25.5191	31.0714	OK
ENSMUSG00000029471	-	-	ENSMUSG00000029471	Camkk2	-	chr5:123183212-123229391	-	-	3.53696	2.95798	4.11594	OK
ENSMUSG00000029470	-	-	ENSMUSG00000029470	P2rx4	-	chr5:123157592-123179747	-	-	9.61936	7.68855	11.5502	OK
ENSMUSG00000029437	-	-	ENSMUSG00000029437	Il31	-	chr5:123930161-123932594	-	-	0	0	0	OK
ENSMUSG00000082532	-	-	ENSMUSG00000082532	Rpl31-ps6	-	chr5:123916517-123916895	-	-	0.210522	0	0.631567	OK
ENSMUSG00000029468	-	-	ENSMUSG00000029468	P2rx7	-	chr5:123093919-123141441	-	-	0.794581	0.472492	1.11667	OK
ENSMUSG00000063409	-	-	ENSMUSG00000063409	Lrrc43	-	chr5:123939333-123958214	-	-	0.0255953	0	0.103629	OK
ENSMUSG00000029434	-	-	ENSMUSG00000029434	Vps33a	-	chr5:123978772-124023024	-	-	12.998	12.1472	13.8488	OK
ENSMUSG00000029427	-	-	ENSMUSG00000029427	Zcchc8	-	chr5:124148310-124171053	-	-	10.6789	9.91641	11.4414	OK
ENSMUSG00000045502	-	-	ENSMUSG00000045502	Niacr1	-	chr5:124313580-124315518	-	-	0	0	0	OK
ENSMUSG00000049241	-	-	ENSMUSG00000049241	Gpr81	-	chr5:124326744-124330029	-	-	0.0804865	0	0.225626	OK
ENSMUSG00000029414	-	-	ENSMUSG00000029414	Kntc1	-	chr5:124199734-124271602	-	-	3.10902	2.78952	3.42852	OK
ENSMUSG00000087336	-	-	ENSMUSG00000087336	Gm15860	-	chr5:123784340-123794446	-	-	1.05105	0	2.15005	OK
ENSMUSG00000029438	-	-	ENSMUSG00000029438	Bcl7a	-	chr5:123793842-123824091	-	-	10.1748	9.31906	11.0305	OK
ENSMUSG00000065191	-	-	ENSMUSG00000065191	U1	-	chr5:123810840-123811009	-	-	0	0	0	OK
ENSMUSG00000086753	-	-	ENSMUSG00000086753	Gm15751	-	chr5:123958403-123964020	-	-	1.10884	0.670408	1.54728	OK
ENSMUSG00000029431	-	-	ENSMUSG00000029431	B3gnt4	-	chr5:123960468-123961891	-	-	0.0914312	0	0.250784	OK
ENSMUSG00000029433	-	-	ENSMUSG00000029433	Diablo	-	chr5:123959773-123974185	-	-	41.966	37.9593	45.9726	OK
ENSMUSG00000089389	-	-	ENSMUSG00000089389	SCARNA20	-	chr5:123968239-123968376	-	-	0	0	0	OK
ENSMUSG00000029422	-	-	ENSMUSG00000029422	Rsrc2	-	chr5:124178438-124199421	-	-	22.8257	21.1826	24.4689	OK
ENSMUSG00000066278	-	-	ENSMUSG00000066278	Vps37b	-	chr5:124454649-124482269	-	-	28.052	26.3401	29.7639	OK
ENSMUSG00000085433	-	-	ENSMUSG00000085433	Gm16001	-	chr5:124561117-124562250	-	-	4.02557	2.82673	5.2244	OK
ENSMUSG00000029442	-	-	ENSMUSG00000029442	Wdr66	-	chr5:123702110-123777493	-	-	2.63485	1.84121	3.42848	OK
ENSMUSG00000087063	-	-	ENSMUSG00000087063	Gm15857	-	chr5:123743646-123760333	-	-	0.242767	0	0.566456	OK
ENSMUSG00000070519	-	-	ENSMUSG00000070519	Rpl35a-ps6	-	chr5:123705489-123705822	-	-	0	0	0	OK
ENSMUSG00000029404	-	-	ENSMUSG00000029404	Arl6ip4	-	chr5:124566097-124568205	-	-	21.9879	19.7979	24.1779	OK
ENSMUSG00000023707	-	-	ENSMUSG00000023707	Ogfod2	-	chr5:124562305-124565492	-	-	7.17652	5.93173	8.42131	OK
ENSMUSG00000000915	-	-	ENSMUSG00000000915	Hip1r	-	chr5:124423636-124453220	-	-	8.94791	7.9127	9.98311	OK
ENSMUSG00000029475	-	-	ENSMUSG00000029475	Kdm2b	-	chr5:123320676-123465089	-	-	9.82293	8.55045	11.0954	OK
ENSMUSG00000056735	-	-	ENSMUSG00000056735	A930024E05Rik	-	chr5:123439362-123448354	-	-	1.11979	0.7117	1.52788	OK
ENSMUSG00000049686	-	-	ENSMUSG00000049686	Orai1	-	chr5:123465082-123480459	-	-	15.3024	13.4912	17.1136	OK
ENSMUSG00000047635	-	-	ENSMUSG00000047635	2810006K23Rik	-	chr5:124778097-124791853	-	-	7.69283	6.61585	8.76982	OK
ENSMUSG00000029408	-	-	ENSMUSG00000029408	Abcb9	-	chr5:124511538-124545807	-	-	1.39584	0.802096	1.98959	OK
ENSMUSG00000023106	-	-	ENSMUSG00000023106	Denr	-	chr5:124357183-124378841	-	-	35.8429	31.725	39.9609	OK
ENSMUSG00000061882	-	-	ENSMUSG00000061882	Ccdc62	-	chr5:124377426-124419904	-	-	1.94115	0.98775	2.89455	OK
ENSMUSG00000029394	-	-	ENSMUSG00000029394	Cdk2ap1	-	chr5:124795425-124804680	-	-	17.4705	15.2503	19.6907	OK
ENSMUSG00000029401	-	-	ENSMUSG00000029401	Rilpl2	-	chr5:124913273-124928375	-	-	3.8459	3.09823	4.59357	OK
ENSMUSG00000082402	-	-	ENSMUSG00000082402	Gm15621	-	chr5:124922435-124922799	-	-	0	0	0	OK
ENSMUSG00000029402	-	-	ENSMUSG00000029402	Snrnp35	-	chr5:124933142-124941133	-	-	7.0644	5.88864	8.24017	OK
ENSMUSG00000086700	-	-	ENSMUSG00000086700	Gm15747	-	chr5:123843657-123847966	-	-	0	0	0	OK
ENSMUSG00000038342	-	-	ENSMUSG00000038342	Mlxip	-	chr5:123844806-123915306	-	-	9.12316	8.45427	9.79205	OK
ENSMUSG00000029392	-	-	ENSMUSG00000029392	Rilpl1	-	chr5:124943090-124981400	-	-	22.0501	20.4236	23.6767	OK
ENSMUSG00000029388	-	-	ENSMUSG00000029388	Eif2b1	-	chr5:125020221-125029140	-	-	14.3073	12.7389	15.8757	OK
ENSMUSG00000029387	-	-	ENSMUSG00000029387	Gtf2h3	-	chr5:125029148-125047689	-	-	9.72298	8.25504	11.1909	OK
ENSMUSG00000029390	-	-	ENSMUSG00000029390	Tmed2	-	chr5:124990703-125000515	-	-	154.078	146.88	161.276	OK
ENSMUSG00000038023	-	-	ENSMUSG00000038023	Atp6v0a2	-	chr5:125079672-125204824	-	-	14.177	13.3652	14.9888	OK
ENSMUSG00000088650	-	-	ENSMUSG00000088650	U6	-	chr5:125197447-125197545	-	-	0	0	0	OK
ENSMUSG00000037979	-	-	ENSMUSG00000037979	Ccdc92	-	chr5:125314787-125342794	-	-	0.480783	0.046431	0.915135	OK
ENSMUSG00000029467	-	-	ENSMUSG00000029467	Atp2a2	-	chr5:122903530-122952183	-	-	1802.72	1793.3	1812.15	OK
ENSMUSG00000029386	-	-	ENSMUSG00000029386	Tctn2	-	chr5:125048757-125077658	-	-	2.64839	2.04491	3.25187	OK
ENSMUSG00000029389	-	-	ENSMUSG00000029389	Ddx55	-	chr5:125002872-125019669	-	-	4.50511	3.63355	5.37668	OK
ENSMUSG00000092736	-	-	ENSMUSG00000092736	AC127313.1	-	chr5:125009559-125009808	-	-	1.35495	0	3.27381	OK
ENSMUSG00000037962	-	-	ENSMUSG00000037962	Fam101a	-	chr5:125483816-125492917	-	-	0.29217	0	0.740102	OK
ENSMUSG00000093068	-	-	ENSMUSG00000093068	AC132118.1	-	chr5:125662050-125662129	-	-	0	0	0	OK
ENSMUSG00000049327	-	-	ENSMUSG00000049327	Setd8	-	chr5:124889938-124912317	-	-	46.0086	43.331	48.6862	OK
ENSMUSG00000079215	-	-	ENSMUSG00000079215	Zfp664	-	chr5:125343060-125383063	-	-	29.6265	27.844	31.4089	OK
ENSMUSG00000051911	-	-	ENSMUSG00000051911	Zfp664	-	chr5:125343112-125381781	-	-	1.61537e-191	0	0.367972	OK
ENSMUSG00000037936	-	-	ENSMUSG00000037936	Scarb1	-	chr5:125757456-125821464	-	-	30.2313	27.6192	32.8434	OK
ENSMUSG00000038095	-	-	ENSMUSG00000038095	Sbno1	-	chr5:124818710-124875923	-	-	14.0126	13.1885	14.8367	OK
ENSMUSG00000070498	-	-	ENSMUSG00000070498	Tmem132b	-	chr5:126102857-126179143	-	-	0	0	0	OK
ENSMUSG00000029483	-	-	ENSMUSG00000029483	Tmem132b	-	chr5:126259003-126268438	-	-	0	0	0	OK
ENSMUSG00000091970	-	-	ENSMUSG00000091970	Gm4868	-	chr5:126328321-126329110	-	-	0	0	0	OK
ENSMUSG00000070220	-	-	ENSMUSG00000070220	U6	-	chr5:126869917-126870024	-	-	0	0	0	OK
ENSMUSG00000084551	-	-	ENSMUSG00000084551	U6	-	chr5:126994244-126994351	-	-	0	0	0	OK
ENSMUSG00000066418	-	-	ENSMUSG00000066418	Gm17627	-	chr5:123497381-123680880	-	-	0.413968	0.146674	0.681262	OK
ENSMUSG00000080836	-	-	ENSMUSG00000080836	Gm6444	-	chr5:123516250-123516708	-	-	20.39	16.9059	23.874	OK
ENSMUSG00000054434	-	-	ENSMUSG00000054434	Tmem120b	-	chr5:123518423-123567758	-	-	4.19747	2.94749	5.44744	OK
ENSMUSG00000029449	-	-	ENSMUSG00000029449	Rhof	-	chr5:123553052-123582701	-	-	0.565862	0.168857	0.962867	OK
ENSMUSG00000090086	-	-	ENSMUSG00000090086	AI480526	-	chr5:123583731-123591675	-	-	19.4313	16.2938	22.5688	OK
ENSMUSG00000038384	-	-	ENSMUSG00000038384	Setd1b	-	chr5:123592201-123617444	-	-	9.57067	8.90958	10.2317	OK
ENSMUSG00000029445	-	-	ENSMUSG00000029445	Hpd	-	chr5:123621815-123632734	-	-	0	0	0	OK
ENSMUSG00000029440	-	-	ENSMUSG00000029440	Psmd9	-	chr5:123678198-123700140	-	-	7.74326	6.83888	8.64765	OK
ENSMUSG00000029482	-	-	ENSMUSG00000029482	Aacs	-	chr5:125956183-125997782	-	-	2.55896	1.94378	3.17415	OK
ENSMUSG00000037905	-	-	ENSMUSG00000037905	Bri3bp	-	chr5:125921937-125941242	-	-	12.7973	12.0635	13.5311	OK
ENSMUSG00000077816	-	-	ENSMUSG00000077816	AC166933.1	-	chr5:128941117-128941211	-	-	337.098	0	1011.29	OK
ENSMUSG00000029480	-	-	ENSMUSG00000029480	Dhx37	-	chr5:125894229-125914491	-	-	6.39348	5.81343	6.97354	OK
ENSMUSG00000072591	-	-	ENSMUSG00000072591	5930412G12Rik	-	chr5:129084980-129106568	-	-	0.051988	0	0.646156	OK
ENSMUSG00000034324	-	-	ENSMUSG00000034324	Tmem132c	-	chr5:127722177-128046163	-	-	0.161586	0	0.638633	OK
ENSMUSG00000087104	-	-	ENSMUSG00000087104	1700085B03Rik	-	chr5:127737227-127762004	-	-	0	0	0	OK
ENSMUSG00000081683	-	-	ENSMUSG00000081683	Fzd10	-	chr5:129106718-129109968	-	-	0.217317	0.0804366	0.354198	OK
ENSMUSG00000089856	-	-	ENSMUSG00000089856	Fzd10	-	chr5:129106805-129109236	-	-	1.38775e-05	0	0.0549583	OK
ENSMUSG00000029423	-	-	ENSMUSG00000029423	Piwil1	-	chr5:129242120-129261349	-	-	0	0	0	OK
ENSMUSG00000029416	-	-	ENSMUSG00000029416	Slc15a4	-	chr5:128076033-128113267	-	-	7.14191	5.88597	8.39786	OK
ENSMUSG00000049971	-	-	ENSMUSG00000049971	Glt1d1	-	chr5:128112631-128189124	-	-	0	0	0	OK
ENSMUSG00000034310	-	-	ENSMUSG00000034310	Tmem132d	-	chr5:128263860-128938937	-	-	0.0227463	0	0.0549593	OK
ENSMUSG00000061331	-	-	ENSMUSG00000061331	Gm17132	-	chr5:128357702-128358860	-	-	13.5141	12.0899	14.9383	OK
ENSMUSG00000085328	-	-	ENSMUSG00000085328	Gm17131	-	chr5:128358900-128362746	-	-	23.8519	22.7552	24.9486	OK
ENSMUSG00000038126	-	-	ENSMUSG00000038126	Mphosph9	-	chr5:124700967-124777981	-	-	6.5383	5.11287	7.96373	OK
ENSMUSG00000087784	-	-	ENSMUSG00000087784	7SK	-	chr5:124707771-124708035	-	-	0	0	0	OK
ENSMUSG00000029420	-	-	ENSMUSG00000029420	Rimbp2	-	chr5:129266275-129459237	-	-	0.0470442	0	0.101181	OK
ENSMUSG00000092933	-	-	ENSMUSG00000092933	AC114657.1	-	chr5:130090029-130090104	-	-	0	0	0	OK
ENSMUSG00000029436	-	-	ENSMUSG00000029436	Mmp17	-	chr5:130090088-130114086	-	-	0.431346	0.257404	0.605288	OK
ENSMUSG00000029505	-	-	ENSMUSG00000029505	Ep400	-	chr5:111093391-111199736	-	-	12.6249	11.0399	14.2099	OK
ENSMUSG00000077254	-	-	ENSMUSG00000077254	SNORA49	-	chr5:111121067-111121200	-	-	0	0	0	OK
ENSMUSG00000065775	-	-	ENSMUSG00000065775	U6	-	chr5:111106142-111106249	-	-	0	0	0	OK
ENSMUSG00000065071	-	-	ENSMUSG00000065071	U6	-	chr5:111186103-111186210	-	-	0	0	0	OK
ENSMUSG00000038011	-	-	ENSMUSG00000038011	Dnahc10	-	chr5:125205454-125314678	-	-	0.0314625	0	0.238215	OK
ENSMUSG00000092806	-	-	ENSMUSG00000092806	AC164649.1	-	chr5:125267380-125267481	-	-	0	0	0	OK
ENSMUSG00000029430	-	-	ENSMUSG00000029430	Ran	-	chr5:129525943-129530198	-	-	68.0363	57.5818	78.4908	OK
ENSMUSG00000034219	-	-	ENSMUSG00000034219	Sept14	-	chr5:130189276-130210134	-	-	0	0	0	OK
ENSMUSG00000029428	-	-	ENSMUSG00000029428	Stx2	-	chr5:129490431-129514449	-	-	9.93666	8.56524	11.3081	OK
ENSMUSG00000029439	-	-	ENSMUSG00000029439	Sfswap	-	chr5:130007105-130077258	-	-	14.3431	13.2768	15.4095	OK
ENSMUSG00000051034	-	-	ENSMUSG00000051034	Zfp11	-	chr5:130160467-130175974	-	-	2.18003	1.78602	2.57403	OK
ENSMUSG00000057244	-	-	ENSMUSG00000057244	Gm6139	-	chr5:130128826-130129760	-	-	0.510353	0.124562	0.896144	OK
ENSMUSG00000029516	-	-	ENSMUSG00000029516	Cit	-	chr5:116295286-116458956	-	-	2.82342	1.61914	4.02771	OK
ENSMUSG00000029446	-	-	ENSMUSG00000029446	Psph	-	chr5:130271433-130293129	-	-	10.3099	8.78339	11.8365	OK
ENSMUSG00000044017	-	-	ENSMUSG00000044017	Gpr133	-	chr5:129602624-129710474	-	-	2.00122	1.60747	2.39497	OK
ENSMUSG00000060419	-	-	ENSMUSG00000060419	Rps16-ps2	-	chr5:129633951-129634446	-	-	133.721	122.553	144.889	OK
ENSMUSG00000029447	-	-	ENSMUSG00000029447	Cct6a	-	chr5:130293314-130321696	-	-	76.3401	71.7945	80.8857	OK
ENSMUSG00000093413	-	-	ENSMUSG00000093413	Snora15	-	chr5:130300421-130300552	-	-	0	0	0	OK
ENSMUSG00000065304	-	-	ENSMUSG00000065304	SNORA22	-	chr5:130295414-130295549	-	-	0	0	0	OK
ENSMUSG00000034211	-	-	ENSMUSG00000034211	Mrps17	-	chr5:130221371-130224750	-	-	41.9432	37.854	46.0324	OK
ENSMUSG00000025535	-	-	ENSMUSG00000025535	4930579G22Rik	-	chr5:130384409-130387150	-	-	0.150678	0	0.452035	OK
ENSMUSG00000025532	-	-	ENSMUSG00000025532	Crcp	-	chr5:130505159-130536659	-	-	7.60631	6.4749	8.73771	OK
ENSMUSG00000066735	-	-	ENSMUSG00000066735	Vkorc1l1	-	chr5:130417978-130460615	-	-	14.524	12.8552	16.1927	OK
ENSMUSG00000029432	-	-	ENSMUSG00000029432	Gbas	-	chr5:130230937-130264203	-	-	286.503	273.056	299.95	OK
ENSMUSG00000086916	-	-	ENSMUSG00000086916	Gm15903	-	chr5:130232920-130234260	-	-	2.73697	0.801641	4.67231	OK
ENSMUSG00000034118	-	-	ENSMUSG00000034118	Tpst1	-	chr5:130549195-130611599	-	-	11.7068	10.3845	13.0291	OK
ENSMUSG00000025337	-	-	ENSMUSG00000025337	Sbds	-	chr5:130721600-130731400	-	-	20.9687	19.0573	22.8801	OK
ENSMUSG00000053094	-	-	ENSMUSG00000053094	0610007L01Rik	-	chr5:130695613-130719635	-	-	18.2037	16.5682	19.8392	OK
ENSMUSG00000034110	-	-	ENSMUSG00000034110	Kctd7	-	chr5:130620730-130631676	-	-	1.60845	1.08735	2.12955	OK
ENSMUSG00000088123	-	-	ENSMUSG00000088123	7SK	-	chr5:133277547-133277826	-	-	0	0	0	OK
ENSMUSG00000060371	-	-	ENSMUSG00000060371	Caln1	-	chr5:130845345-131316515	-	-	0.0647513	0	0.307018	OK
